,similarity,num_datapoints,cluster_id
395,0.656608521938324,1402,395
255,0.6212881207466125,151,255
261,0.5949791073799133,216,261
23,0.5769912004470825,1128,23
92,0.5636574029922485,61,92
56,0.557421088218689,5099,56
382,0.5550612211227417,4993,382
347,0.5423893332481384,951,347
259,0.5412092804908752,72,259
22,0.5363845825195312,1632,22
104,0.5332129597663879,892,104
310,0.5301157236099243,1693,310
77,0.5252299308776855,608,77
360,0.5200949311256409,626,360
175,0.5189064741134644,521,175
263,0.5167175531387329,383,263
272,0.5136113166809082,446,272
206,0.5056582093238831,741,206
371,0.5048402547836304,439,371
196,0.504338264465332,601,196
394,0.5037757754325867,1064,394
83,0.5026057362556458,306,83
78,0.4978255331516266,822,78
326,0.49641916155815125,1260,326
216,0.4954579770565033,1159,216
311,0.49410709738731384,2352,311
289,0.49347206950187683,5044,289
86,0.4885620176792145,833,86
373,0.48429280519485474,1137,373
362,0.4841770827770233,450,362
180,0.47406888008117676,3546,180
192,0.465701699256897,3571,192
127,0.46376004815101624,531,127
307,0.4571331739425659,2000,307
257,0.4520052373409271,1025,257
119,0.43370166420936584,629,119
16,0.42299768328666687,741,16
27,0.3862079381942749,875,27
